HouseID,PersonID,Age,Education,Gender,OnlineOrders,PhysicalActivity,DistanceToWork,TimeToWork,Area,Urban,AnnualMiles,HybridDriver
30436774,2,55,Graduate or Professional Degree,Male,5,Vigorous,6.82,15,LAOC,Urban,6000,Yes
30437039,2,68,Graduate or Professional Degree,Male,4,Light,8.2,25,LAOC,Urban,10000,No
30439414,1,25,Bachelor Degree,Female,3,Vigorous,11.6,20,LAOC,Urban,15000,No
30439414,2,25,Bachelor Degree,Female,4,Light,20.52,45,LAOC,Urban,9000,No
30439554,2,50,Bachelor Degree,Male,10,Vigorous,1.54,30,LAOC,Urban,12000,No
30439928,1,63,Graduate or Professional Degree,Female,3,Vigorous,3.92,20,LAOC,Urban,8000,No
30441116,1,58,High School Graduate,Male,0,Light,1.15,20,LAOC,Urban,7000,No
30441116,2,59,High School Graduate,Female,2,Light,29.82,150,LAOC,Urban,10000,No
30441674,2,37,Bachelor Degree,Female,1,None,2.67,20,LAOC,Urban,2000,No
30442735,1,49,Bachelor Degree,Male,10,Light,11.01,35,LAOC,Suburban,11000,No
30442735,2,51,Bachelor Degree,Female,0,Light,1.25,5,LAOC,Suburban,2500,No
30443317,1,32,Graduate or Professional Degree,Female,5,Vigorous,14.22,60,LAOC,Urban,16500,No
30444231,1,42,Graduate or Professional Degree,Male,10,Light,3.68,15,LAOC,Suburban,13000,Yes
30444231,2,43,Graduate or Professional Degree,Female,5,Vigorous,11.2,35,LAOC,Suburban,8000,No
30444583,2,57,Some College,Male,5,Light,3.45,10,LAOC,Urban,30000,No
30445449,1,33,Graduate or Professional Degree,Male,0,Light,25.17,60,LAOC,Suburban,25000,No
30447097,1,65,Graduate or Professional Degree,Female,10,Light,13.74,25,LAOC,Urban,15000,No
30447097,2,61,Graduate or Professional Degree,Male,4,Light,19.34,65,LAOC,Urban,28000,No
30447291,1,51,Graduate or Professional Degree,Female,3,Vigorous,7.27,25,LAOC,Urban,12500,No
30447355,1,57,Some College,Male,1,Light,3.79,10,LAOC,Small Town/Rural,12000,No
30447776,1,50,Bachelor Degree,Female,1,Light,7.36,10,LAOC,Urban,4200,No
30447776,2,50,Bachelor Degree,Male,1,Vigorous,20.28,20,LAOC,Urban,12600,No
30448706,1,45,Bachelor Degree,Male,5,Light,26.08,30,LAOC,Suburban,12500,No
30450240,2,39,Graduate or Professional Degree,Male,2,Light,19.16,75,LAOC,Urban,38400,Yes
30452930,3,43,Some College,Male,15,Light,14.95,30,LAOC,Suburban,18000,No
30453960,2,27,Some College,Male,2,Light,28.02,45,IE,Suburban,30000,No
30453987,1,50,Some College,Male,5,Vigorous,3.82,10,LAOC,Urban,8000,No
30453987,2,49,Graduate or Professional Degree,Female,3,Vigorous,14.52,25,LAOC,Urban,11000,No
30455321,1,35,Bachelor Degree,Male,5,Light,11.7,30,LAOC,Suburban,30000,Yes
30456973,1,55,Graduate or Professional Degree,Female,5,Light,16.5,40,LAOC,Suburban,8000,No
30457081,1,54,Graduate or Professional Degree,Male,1,Light,17.72,40,LAOC,Suburban,15000,No
30458926,3,21,High School Graduate,Female,0,None,33.83,40,LAOC,Urban,20000,No
30459082,1,59,Bachelor Degree,Female,0,Light,9.19,20,LAOC,Urban,5000,No
30459156,1,63,Bachelor Degree,Male,2,Vigorous,5.76,20,LAOC,Suburban,10000,No
30459156,2,56,High School Graduate,Female,0,Vigorous,5.76,20,LAOC,Suburban,12000,No
30460178,1,27,Bachelor Degree,Male,0,Light,25.39,30,IE,Urban,16440,No
30460178,2,25,Some College,Male,0,Vigorous,25.39,30,IE,Urban,16000,No
30460178,3,27,Some College,Male,2,None,25.39,30,IE,Urban,18000,No
30460517,1,45,Graduate or Professional Degree,Female,3,Light,4.18,5,IE,Suburban,13500,No
30460517,2,44,Bachelor Degree,Male,3,Vigorous,7.47,15,IE,Suburban,14000,No
30461161,1,62,Some College,Male,0,Vigorous,30.71,90,LAOC,Urban,15000,No
30461387,2,42,Less than High School,Male,0,Light,7.94,15,LAOC,Urban,20000,No
30466169,1,66,Some College,Male,0,Light,47.82,60,IE,Small Town/Rural,25000,No
30467424,1,27,Bachelor Degree,Male,2,Light,22.04,30,LAOC,Urban,12000,No
30469491,1,61,Some College,Female,1,Vigorous,15.33,35,LAOC,Suburban,16000,No
30469669,2,53,Some College,Male,0,Light,43.15,60,LAOC,Suburban,18000,No
30471062,1,67,Some College,Female,0,Vigorous,5.99,20,LAOC,Urban,1500,No
30472199,1,41,Graduate or Professional Degree,Male,1,Vigorous,3.12,10,LAOC,Urban,30000,No
30472199,2,33,Some College,Female,5,Light,43.21,90,LAOC,Urban,12600,No
30472659,1,54,Bachelor Degree,Male,10,Light,5.3,20,LAOC,Urban,20000,No
30473213,3,28,Bachelor Degree,Male,15,Vigorous,6.6,20,LAOC,Urban,20000,No
30473424,2,61,Graduate or Professional Degree,Male,0,Vigorous,35.62,60,LAOC,Suburban,50000,No
30473424,3,28,Bachelor Degree,Male,5,Vigorous,32,60,LAOC,Suburban,30000,No
30473917,1,60,Graduate or Professional Degree,Female,2,Vigorous,7.49,25,IE,Suburban,6000,No
30473917,2,60,High School Graduate,Male,2,Vigorous,6.82,25,IE,Suburban,8000,No
30474211,1,53,High School Graduate,Male,0,Light,19.58,20,IE,Small Town/Rural,10000,No
30474211,2,58,Some College,Female,0,Light,0.11,5,IE,Small Town/Rural,3000,No
30475974,1,54,Some College,Male,5,None,6.01,15,IE,Urban,15000,No
30476872,1,54,Bachelor Degree,Male,3,Vigorous,25.28,50,LAOC,Urban,20000,No
30476872,2,50,Bachelor Degree,Female,0,Light,1.72,5,LAOC,Urban,7000,No
30477523,3,24,Bachelor Degree,Male,4,Vigorous,3.81,10,LAOC,Suburban,5000,No
30478230,1,60,Graduate or Professional Degree,Female,0,Light,8.32,20,LAOC,Urban,13000,No
30478952,1,64,Graduate or Professional Degree,Female,15,Vigorous,14.72,35,LAOC,Suburban,12000,Yes
30478952,2,65,Graduate or Professional Degree,Male,3,Vigorous,28.97,40,LAOC,Suburban,15000,No
30480280,1,34,Some College,Female,5,None,19.41,60,LAOC,Urban,12000,No
30480406,2,31,Some College,Female,5,Vigorous,1.35,10,LAOC,Urban,6000,No
30480484,2,48,Graduate or Professional Degree,Male,0,Vigorous,5.12,15,LAOC,Suburban,12000,No
30480573,1,60,Graduate or Professional Degree,Male,2,Light,7.18,20,LAOC,Suburban,7000,No
30481367,2,53,Some College,Male,0,Light,15.33,35,LAOC,Urban,10000,No
30481403,1,51,Bachelor Degree,Male,3,Vigorous,8.99,25,LAOC,Urban,15000,No
30481403,3,25,Bachelor Degree,Female,10,Light,8.99,25,LAOC,Urban,10000,No
30482797,1,55,Some College,Female,4,Vigorous,10.04,35,LAOC,Urban,10000,No
30482797,2,60,Some College,Male,0,Light,10.71,30,LAOC,Urban,25000,No
30482993,1,25,Bachelor Degree,Female,3,Light,19.41,45,LAOC,Urban,20000,No
30483974,3,25,Graduate or Professional Degree,Female,0,Light,48.86,150,IE,Urban,21220,No
30486172,1,51,Some College,Female,5,Light,28.67,60,LAOC,Suburban,15000,Yes
30486399,1,45,Graduate or Professional Degree,Male,2,Light,4.41,15,LAOC,Urban,6000,Yes
30486414,1,47,Some College,Female,0,Light,5.42,20,IE,Suburban,12000,No
30486572,1,33,Bachelor Degree,Female,2,Light,5.69,15,LAOC,Urban,25000,No
30487263,1,35,Bachelor Degree,Female,5,Light,11.1,20,LAOC,Urban,12000,No
30487629,1,31,Graduate or Professional Degree,Female,4,Vigorous,2.7,5,IE,Urban,15000,No
30487629,2,33,High School Graduate,Male,0,Vigorous,2.7,5,IE,Urban,12000,No
30487686,3,42,Bachelor Degree,Male,0,None,2.09,5,IE,Suburban,1500,No
30490310,1,78,Graduate or Professional Degree,Male,1,Light,8.41,25,LAOC,Urban,13000,Yes
30491971,1,36,Graduate or Professional Degree,Female,30,Light,10.79,40,LAOC,Suburban,6000,No
30494096,1,31,Bachelor Degree,Male,1,Light,9.63,25,LAOC,Suburban,16000,No
30494096,2,30,High School Graduate,Male,4,Light,3.23,15,LAOC,Suburban,7000,No
30494250,1,65,Some College,Male,0,Light,8.29,20,IE,Urban,6000,No
30494250,3,32,Some College,Female,0,Light,13.21,35,IE,Urban,8000,No
30494300,1,55,Graduate or Professional Degree,Male,0,Light,31.83,60,IE,Suburban,15000,No
30494364,1,43,Graduate or Professional Degree,Male,4,Light,14,35,LAOC,Urban,10000,No
30494364,2,43,Some College,Female,2,Light,1.92,5,LAOC,Urban,6500,No
30494812,1,76,Bachelor Degree,Male,0,Light,16.42,50,LAOC,Urban,5000,No
30494885,1,41,Bachelor Degree,Male,5,Vigorous,36.72,45,IE,Small Town/Rural,20000,No
30494885,3,62,High School Graduate,Female,0,None,39.89,50,IE,Small Town/Rural,16000,No
30495036,1,54,Some College,Female,10,None,16.95,20,LAOC,Suburban,10000,No
30495036,2,49,High School Graduate,Male,0,Light,34.79,45,LAOC,Suburban,20800,No
30496231,1,43,Some College,Female,4,None,8.92,20,LAOC,Urban,11000,No
30497573,1,63,Graduate or Professional Degree,Female,4,Light,23.87,45,LAOC,Urban,18000,No
30498318,1,29,Graduate or Professional Degree,Male,10,Light,8.56,25,LAOC,Urban,12000,No
30499728,1,64,Bachelor Degree,Male,5,Light,13.26,25,LAOC,Urban,5000,No
30500645,1,30,High School Graduate,Male,10,Vigorous,3.25,10,LAOC,Urban,10000,No
30500645,2,31,Bachelor Degree,Male,4,Light,15.98,30,LAOC,Urban,10000,No
30500645,4,50,High School Graduate,Male,0,Light,3.25,5,LAOC,Urban,10000,No
30501415,1,50,Graduate or Professional Degree,Female,0,Light,4.46,10,LAOC,Small Town/Rural,5800,No
30502099,1,51,Some College,Male,0,Light,2.21,10,LAOC,Urban,25000,No
30502734,1,52,Graduate or Professional Degree,Female,3,Light,6.26,15,IE,Urban,8000,No
30502928,1,51,Graduate or Professional Degree,Female,2,Light,25.56,70,LAOC,Urban,20000,No
30503329,2,45,Graduate or Professional Degree,Male,1,Light,20.99,35,LAOC,Urban,6000,No
30504857,1,31,Bachelor Degree,Male,1,None,8.99,40,LAOC,Urban,10000,No
30505214,1,40,Some College,Male,0,Vigorous,22.21,30,LAOC,Urban,20000,No
30505214,2,39,Bachelor Degree,Female,10,Vigorous,19.36,45,LAOC,Urban,13500,No
30505408,2,37,Bachelor Degree,Male,0,Vigorous,24.21,45,LAOC,Suburban,10900,Yes
30506906,2,34,Bachelor Degree,Male,5,Light,4.72,10,LAOC,Urban,10000,Yes
30507032,1,32,Bachelor Degree,Female,15,Light,59.41,75,IE,Urban,3000,No
30507032,2,31,Some College,Male,15,None,47.19,60,IE,Urban,25000,No
30507076,3,20,Some College,Male,2,Vigorous,9.93,50,LAOC,Suburban,1000,No
30507990,1,52,Bachelor Degree,Female,1,Light,20.74,30,IE,Suburban,15360,No
30508206,1,42,Bachelor Degree,Female,10,Light,28.35,80,LAOC,Urban,5000,No
30508214,2,56,Some College,Female,3,None,1.24,15,LAOC,Urban,12000,No
30508214,3,32,High School Graduate,Female,2,None,19.81,50,LAOC,Urban,8000,No
30508503,1,54,Bachelor Degree,Female,5,Light,5.85,15,LAOC,Urban,5000,No
30508503,2,51,Bachelor Degree,Male,2,Light,16.5,30,LAOC,Urban,8000,No
30512036,1,58,Graduate or Professional Degree,Male,2,Light,16.47,35,LAOC,Urban,13000,No
30512236,1,26,Bachelor Degree,Male,2,Light,1.07,5,LAOC,Urban,2500,No
30513036,1,39,Graduate or Professional Degree,Male,10,Light,24.51,30,LAOC,Small Town/Rural,18000,Yes
30513377,1,27,Bachelor Degree,Female,15,None,12.68,35,LAOC,Suburban,5000,No
30513377,2,27,Bachelor Degree,Male,2,Light,13.37,35,LAOC,Suburban,13000,No
30513406,1,49,Some College,Female,1,Light,10.05,25,IE,Suburban,15000,No
30513968,1,56,Graduate or Professional Degree,Male,1,Light,5.17,10,LAOC,Suburban,17000,No
30517339,1,58,Bachelor Degree,Female,2,Light,7.44,25,IE,Urban,20000,No
30517454,1,50,Bachelor Degree,Male,5,Light,21.48,75,LAOC,Urban,16000,No
30517454,2,48,Bachelor Degree,Female,0,Light,21.48,75,LAOC,Urban,2000,No
30517796,3,68,Some College,Male,3,Light,16.33,25,LAOC,Urban,10000,No
30519502,1,50,Graduate or Professional Degree,Female,5,Vigorous,5.64,20,LAOC,Urban,10000,No
30520634,1,37,Bachelor Degree,Male,30,Light,31.91,40,LAOC,Suburban,18000,Yes
30520634,2,36,Graduate or Professional Degree,Female,30,None,1.06,5,LAOC,Suburban,10000,No
30521416,2,61,Graduate or Professional Degree,Female,5,Light,4.2,15,IE,Suburban,2000,No
30523832,1,46,Bachelor Degree,Male,4,Light,27.33,75,LAOC,Suburban,20000,No
30523832,2,43,Bachelor Degree,Female,5,Light,11.66,25,LAOC,Suburban,12000,No
30524045,2,62,Graduate or Professional Degree,Female,10,Light,1.27,10,LAOC,Suburban,5000,No
30524107,1,52,High School Graduate,Female,4,Light,9.24,20,LAOC,Urban,20000,No
30524425,2,35,Bachelor Degree,Female,2,Light,10.1,30,LAOC,Urban,12975,No
30524710,1,64,Graduate or Professional Degree,Male,3,Light,10.59,40,LAOC,Urban,15000,No
30525109,1,55,Bachelor Degree,Female,10,Light,2.45,10,LAOC,Urban,6000,No
30529669,1,58,Graduate or Professional Degree,Female,5,Light,14.4,25,LAOC,Urban,12000,No
30529669,2,29,Some College,Male,15,None,1.48,10,LAOC,Urban,2500,No
30530152,1,65,Graduate or Professional Degree,Female,4,Light,28.18,45,LAOC,Urban,18000,No
30531420,1,49,Some College,Female,1,Light,2.85,10,LAOC,Urban,12000,No
30531420,2,47,High School Graduate,Male,1,Vigorous,17.3,45,LAOC,Urban,25000,No
30531652,1,45,Bachelor Degree,Male,10,Light,29.6,35,IE,Urban,16000,No
30532537,1,42,Graduate or Professional Degree,Female,2,Light,25.25,60,LAOC,Suburban,15000,No
30532537,2,36,Graduate or Professional Degree,Male,2,Light,13.42,35,LAOC,Suburban,10000,No
30532676,1,52,Graduate or Professional Degree,Male,0,Light,37.21,85,LAOC,Suburban,29000,No
30532676,2,47,Bachelor Degree,Female,0,Light,31.2,45,LAOC,Suburban,15000,No
30533761,1,42,Bachelor Degree,Male,0,Vigorous,49.01,55,LAOC,Suburban,15000,Yes
30534248,1,65,Bachelor Degree,Male,5,Vigorous,5.98,15,LAOC,Suburban,11000,No
30534458,1,59,Graduate or Professional Degree,Male,1,Vigorous,13.4,25,IE,Urban,30000,No
30534458,2,50,Bachelor Degree,Female,2,Light,47.18,50,IE,Urban,10000,No
30534689,1,65,Some College,Male,0,Light,5.67,15,LAOC,Urban,27000,No
30535146,1,54,Some College,Female,1,Light,12.83,25,LAOC,Urban,10000,No
30535280,2,63,Some College,Female,0,Vigorous,4.2,30,LAOC,Urban,3000,No
30536345,1,61,Bachelor Degree,Female,5,None,2.07,10,IE,Suburban,4500,Yes
30537376,1,50,Some College,Male,1,Light,2.14,10,LAOC,Suburban,3000,No
30538665,2,32,Graduate or Professional Degree,Male,10,Light,5.71,15,LAOC,Urban,9800,No
30541680,1,33,Bachelor Degree,Male,3,Vigorous,3.03,10,LAOC,Urban,25000,Yes
30541680,2,31,Bachelor Degree,Male,1,Vigorous,3.03,10,LAOC,Urban,16000,No
30541782,1,33,Some College,Male,0,Light,71.98,70,IE,Small Town/Rural,36000,No
30541958,1,57,Some College,Male,0,Vigorous,3.4,10,IE,Small Town/Rural,12000,No
30542014,1,23,Bachelor Degree,Male,5,Vigorous,12.02,30,LAOC,Suburban,8000,No
30542407,1,44,Some College,Male,0,Light,5.9,20,LAOC,Urban,8500,No
30543052,2,19,High School Graduate,Female,5,Vigorous,4.95,15,IE,Small Town/Rural,2000,No
30544659,1,79,Bachelor Degree,Female,0,Vigorous,29.43,60,LAOC,Suburban,18000,No
30544775,2,58,High School Graduate,Female,2,Light,11.87,15,LAOC,Suburban,11000,No
30544775,3,24,Some College,Female,2,Vigorous,3.51,5,LAOC,Suburban,15000,No
30545264,1,63,Graduate or Professional Degree,Male,2,Light,21.86,35,LAOC,Urban,10000,No
30545615,1,51,Bachelor Degree,Female,3,Light,12.69,45,LAOC,Urban,30000,No
30545839,1,56,Some College,Female,2,Vigorous,1.45,5,IE,Small Town/Rural,9500,No
30545938,1,70,Bachelor Degree,Male,0,Light,15.3,60,LAOC,Urban,20000,No
30547479,2,35,High School Graduate,Male,0,Light,20.87,25,LAOC,Urban,10000,No
30547801,2,50,Graduate or Professional Degree,Female,10,Vigorous,2.9,15,LAOC,Urban,10000,No
30547809,1,33,Bachelor Degree,Female,4,Light,3.68,10,LAOC,Suburban,5000,No
30551133,1,34,Bachelor Degree,Female,1,Vigorous,21.98,40,LAOC,Urban,15000,No
30551133,2,36,Bachelor Degree,Male,0,Light,19.39,30,LAOC,Urban,8500,No
30551475,2,63,Bachelor Degree,Male,2,Light,10.9,20,LAOC,Urban,7200,No
30551762,1,47,Some College,Male,3,Light,3.75,10,IE,Urban,11000,No
30551762,2,56,Some College,Female,3,Light,6.67,15,IE,Urban,4000,No
30553252,1,34,Graduate or Professional Degree,Male,5,Light,14.76,40,LAOC,Urban,15000,No
30553382,1,29,Bachelor Degree,Male,4,None,3.73,20,LAOC,Urban,12000,No
30553784,1,44,Graduate or Professional Degree,Female,1,Light,11.32,25,LAOC,Urban,10000,No
30554082,1,42,Bachelor Degree,Female,3,Light,17.28,45,LAOC,Urban,10000,No
30555866,1,37,Bachelor Degree,Female,0,Vigorous,7.15,20,LAOC,Urban,15000,No
30556245,1,40,Some College,Female,5,None,19.39,30,IE,Urban,10000,No
30557162,1,41,Bachelor Degree,Female,2,Light,10.71,20,LAOC,Suburban,20000,No
40000058,1,41,Graduate or Professional Degree,Female,2,Light,8.88,25,IE,Suburban,14000,No
40000686,1,69,Some College,Male,3,Light,18.51,90,LAOC,Urban,14000,No
40001186,2,67,Some College,Female,0,Light,3.24,15,LAOC,Urban,7000,No
40003606,1,45,High School Graduate,Female,0,Light,4.34,10,LAOC,Urban,3500,No
40003606,3,20,Some College,Male,3,Light,3.33,15,LAOC,Urban,2000,No
40006451,1,61,Bachelor Degree,Female,10,Vigorous,12.41,30,LAOC,Suburban,10000,Yes
40008264,1,48,Bachelor Degree,Female,4,Light,1.14,10,LAOC,Urban,7500,No
40008726,2,39,Bachelor Degree,Male,20,Light,23.37,50,LAOC,Urban,12500,No
40010764,1,32,Bachelor Degree,Female,5,None,18.29,45,LAOC,Urban,5000,No
40010764,2,31,Bachelor Degree,Male,0,None,19.11,30,LAOC,Urban,4500,No
40011917,1,51,Some College,Female,0,Light,0.75,10,LAOC,Urban,12000,No
40011917,2,20,Some College,Male,0,Light,1.91,10,LAOC,Urban,10000,No
40012123,1,40,Bachelor Degree,Female,15,Light,5.6,15,LAOC,Urban,10000,No
40012751,2,43,Bachelor Degree,Female,5,Light,6.76,20,LAOC,Urban,5300,No
40013505,1,64,Graduate or Professional Degree,Male,0,Light,31.2,60,LAOC,Urban,12400,No
40013941,1,36,Bachelor Degree,Male,3,Light,11.33,20,LAOC,Urban,11000,No
40015771,1,57,Graduate or Professional Degree,Male,4,Light,23.7,40,LAOC,Suburban,14370,No
40015902,1,52,Bachelor Degree,Male,2,Vigorous,0.34,5,LAOC,Urban,12000,No
40016660,2,34,Some College,Male,1,None,5.75,20,LAOC,Urban,12000,No
40017530,1,43,Some College,Female,2,Light,20.05,40,LAOC,Urban,12000,No
40019238,1,52,Some College,Male,5,Light,34.83,90,LAOC,Urban,13000,No
40019238,2,48,Graduate or Professional Degree,Female,10,None,4.41,15,LAOC,Urban,10000,No
40021489,1,28,Bachelor Degree,Male,2,Vigorous,7.41,30,LAOC,Urban,18000,No
40021682,1,57,Bachelor Degree,Female,3,Vigorous,6.78,15,LAOC,Urban,12000,No
40026263,2,47,Some College,Male,0,None,2.97,10,LAOC,Suburban,8000,No
40026536,1,44,Bachelor Degree,Male,20,Light,17.32,30,LAOC,Suburban,17000,Yes
40027794,1,46,Graduate or Professional Degree,Male,3,Vigorous,16.53,40,LAOC,Urban,15000,No
40031164,1,66,Bachelor Degree,Female,2,None,24.4,45,LAOC,Urban,13000,No
40034311,3,44,High School Graduate,Male,0,Light,7.97,45,LAOC,Urban,80000,No
40034939,1,77,Graduate or Professional Degree,Female,5,Light,29.55,25,LAOC,Suburban,9000,No
40036650,1,59,Some College,Female,1,Light,18.02,45,LAOC,Urban,3000,No
40037210,2,65,Graduate or Professional Degree,Male,0,Vigorous,18.17,30,LAOC,Urban,15000,No
40037926,3,51,Graduate or Professional Degree,Female,1,Light,26.23,45,IE,Small Town/Rural,15000,No
40038145,2,45,Graduate or Professional Degree,Female,0,Light,15.75,45,LAOC,Suburban,15000,No
40038824,1,60,Bachelor Degree,Male,10,Light,3.16,15,LAOC,Urban,9999,No
40038824,2,18,Some College,Female,4,Light,4.96,15,LAOC,Urban,9876,No
40039413,1,58,Some College,Female,2,Light,36.55,45,IE,Urban,4000,No
40041970,1,53,Bachelor Degree,Male,0,Vigorous,29.36,30,LAOC,Suburban,15000,No
40046112,1,35,Bachelor Degree,Male,0,Light,11.25,20,LAOC,Urban,6000,No
40046112,2,34,Graduate or Professional Degree,Female,0,Vigorous,20.05,30,LAOC,Urban,8000,No
40047159,1,63,Bachelor Degree,Male,3,Light,34.12,45,IE,Suburban,12000,No
40047159,3,22,High School Graduate,Female,5,Vigorous,8.72,20,IE,Suburban,6500,No
40047159,4,20,Some College,Female,1,None,16.38,30,IE,Suburban,3000,No
40047506,1,49,Graduate or Professional Degree,Male,0,Vigorous,15.06,25,LAOC,Urban,12000,No
40048576,2,32,Some College,Male,4,Light,0.57,5,LAOC,Urban,20000,Yes
40049415,1,65,Bachelor Degree,Male,5,Vigorous,3.66,20,LAOC,Urban,7000,Yes
40050336,1,55,Bachelor Degree,Male,3,Light,11.53,40,LAOC,Urban,2212,No
40050498,2,28,Some College,Female,1,None,4.52,10,IE,Urban,6000,No
40050964,1,40,Bachelor Degree,Female,1,Light,12.39,15,LAOC,Urban,8100,No
40051135,1,42,Graduate or Professional Degree,Female,3,Light,5.66,10,IE,Urban,9000,No
40052862,1,67,Graduate or Professional Degree,Male,0,Vigorous,22.72,45,LAOC,Suburban,25000,No
40052943,1,25,Bachelor Degree,Female,4,Light,20.27,45,LAOC,Urban,15000,No
40052943,2,26,Graduate or Professional Degree,Male,5,Light,9.48,40,LAOC,Urban,15000,No
40053292,2,58,Some College,Male,0,Light,26.14,45,IE,Urban,24000,No
40053891,2,60,Bachelor Degree,Female,2,Light,32.66,30,IE,Small Town/Rural,14000,No
40056365,1,27,Graduate or Professional Degree,Male,5,Light,2.24,20,LAOC,Urban,6000,No
40059133,2,34,Bachelor Degree,Male,1,None,27.56,45,IE,Urban,12000,Yes
40060152,1,42,Graduate or Professional Degree,Male,2,Light,9.78,40,LAOC,Suburban,7000,No
40060152,2,41,Graduate or Professional Degree,Female,20,Light,11.25,25,LAOC,Suburban,10000,Yes
40060352,2,68,Graduate or Professional Degree,Male,2,Light,12.79,25,LAOC,Suburban,10000,Yes
40060819,1,51,Some College,Male,3,Vigorous,6.53,20,LAOC,Urban,12000,No
40061631,1,64,Graduate or Professional Degree,Male,1,Vigorous,50,70,LAOC,Urban,20000,No
40065447,1,43,Graduate or Professional Degree,Female,5,Light,20.8,60,LAOC,Urban,10000,No
40066282,1,40,Bachelor Degree,Male,5,Light,21.13,30,LAOC,Suburban,10000,No
40068626,1,54,Bachelor Degree,Female,0,Light,2.81,10,LAOC,Urban,5000,No
40068626,2,47,Bachelor Degree,Male,0,Vigorous,44.63,60,LAOC,Urban,10000,No
40071126,2,55,High School Graduate,Male,4,Light,14.05,15,IE,Small Town/Rural,35000,No
40071241,2,30,Bachelor Degree,Female,3,Light,14.12,45,LAOC,Urban,16000,No
40074175,2,42,Some College,Male,5,Vigorous,2.99,10,LAOC,Urban,6000,Yes
40074741,1,58,Graduate or Professional Degree,Female,2,Light,27.85,45,LAOC,Urban,17500,No
40077315,1,62,Some College,Female,1,Vigorous,1.95,5,LAOC,Suburban,30000,No
40077477,1,36,Bachelor Degree,Female,0,Light,4.41,10,IE,Urban,30000,No
40080130,1,42,Bachelor Degree,Male,3,Vigorous,41.47,45,IE,Urban,20000,No
40080130,2,40,Graduate or Professional Degree,Female,5,Light,16.13,25,IE,Urban,8000,No
40082864,1,50,Graduate or Professional Degree,Female,2,Light,0.94,10,LAOC,Urban,5500,No
40084289,1,49,Some College,Female,1,Light,26.13,45,IE,Suburban,12000,Yes
40084785,2,49,High School Graduate,Male,4,None,5.49,10,LAOC,Urban,10000,No
40085541,1,61,Bachelor Degree,Female,10,Light,10.1,15,LAOC,Suburban,7000,No
40085669,1,44,Bachelor Degree,Male,1,Light,22.28,30,LAOC,Suburban,18000,No
40087072,2,36,High School Graduate,Male,0,None,14.12,30,IE,Small Town/Rural,7000,No
40087517,1,54,Some College,Male,3,Vigorous,78.89,85,IE,Urban,20000,No
40089492,1,33,Graduate or Professional Degree,Female,1,Light,45.46,50,IE,Suburban,30000,No
40099536,1,46,Bachelor Degree,Female,3,Light,37.49,90,LAOC,Urban,12000,No
40101443,1,70,Graduate or Professional Degree,Male,10,None,51.39,45,LAOC,Suburban,38000,No
40109299,1,65,Bachelor Degree,Female,1,Light,1.57,10,LAOC,Urban,2000,No
40116259,1,41,High School Graduate,Female,2,Light,8.66,20,LAOC,Urban,2000,No
40117280,1,28,Bachelor Degree,Male,1,Light,6.82,20,LAOC,Urban,10000,No
40118177,1,63,Some College,Female,3,Light,9.62,30,LAOC,Urban,6000,No
40119387,1,53,High School Graduate,Male,5,Light,53.83,90,LAOC,Suburban,40000,No
40121244,1,43,Some College,Male,2,Light,19.71,45,LAOC,Suburban,20000,No
40121244,2,40,Bachelor Degree,Female,2,Light,31.91,45,LAOC,Suburban,6000,No
40123416,1,32,Graduate or Professional Degree,Female,10,Light,5.67,20,LAOC,Urban,14000,No
40126481,1,28,Some College,Male,40,None,21.66,60,LAOC,Urban,19000,No
40126845,2,56,High School Graduate,Female,0,Light,24.57,40,IE,Small Town/Rural,1400,No
40129624,1,33,Some College,Female,5,Light,73.98,90,LAOC,Suburban,20000,No
40129967,1,71,Bachelor Degree,Male,0,Vigorous,26.47,50,LAOC,Suburban,9000,No
40129967,2,68,Some College,Female,0,Light,26.47,55,LAOC,Suburban,9500,No
40130863,1,51,Some College,Female,0,Light,3.11,10,LAOC,Urban,1500,No
40132449,1,32,Graduate or Professional Degree,Male,0,Light,6.52,15,LAOC,Urban,3000,Yes
40134444,1,29,Bachelor Degree,Female,2,Light,8.38,45,LAOC,Urban,35000,No
40134516,1,37,Bachelor Degree,Female,5,Light,10.32,20,LAOC,Suburban,15000,No
40136900,1,32,Bachelor Degree,Male,10,Light,3.21,20,LAOC,Urban,12000,No
40138410,2,59,Some College,Female,2,Light,5.97,15,LAOC,Urban,12000,No
40138410,3,23,Some College,Female,0,Vigorous,17.34,25,LAOC,Urban,15000,No
40142446,1,55,Bachelor Degree,Male,5,Light,18.02,30,LAOC,Suburban,4000,No
40142555,1,52,Graduate or Professional Degree,Male,2,None,5.87,15,LAOC,Urban,5000,No
40143055,2,60,Bachelor Degree,Female,0,Vigorous,24.53,40,IE,Suburban,12000,No
40143908,1,63,Graduate or Professional Degree,Female,4,Light,5.66,30,LAOC,Urban,10000,No
40143908,2,63,Graduate or Professional Degree,Male,0,Vigorous,6.72,15,LAOC,Urban,6000,No
40144004,1,66,Graduate or Professional Degree,Male,2,Light,23.06,45,LAOC,Suburban,20000,No
40144018,3,23,Some College,Male,5,Light,17.01,30,LAOC,Urban,10000,No
40146357,1,55,Bachelor Degree,Male,3,Light,5.17,10,LAOC,Urban,51600,No
